level,long,lat
0,-0.156852,51.521564
0,-0.124229,51.513205
0,-0.122975,51.508653
0,-0.134387,51.51397
0,-0.106345,51.520463
0,-0.11988,51.511022
0,-0.130864,51.507097
0,-0.144433,51.496234
0,-0.134387,51.51397
0,-0.149643,51.504176
0,-0.121554,51.515869
0,-0.133899,51.519933
0,-0.135361,51.517996
0,-0.143092,51.515753
0,-0.15411,51.508814
0,-0.14856,51.507423
0,-0.133012,51.510953
0,-0.129653,51.515189
0,-0.147534,51.494368
0,-0.12233,51.519092
0,-0.144844,51.513057
0,-0.133899,51.519933
0,-0.148555,51.521784
0,-0.139406,51.514247
0,-0.131642,51.509565
0,-0.15225,51.490665
0,-0.14753,51.513288
0,-0.128042,51.507394
0,-0.14171,51.521028
0,-0.133209,51.518456
0,-0.133162,51.50797
0,-0.140222,51.515088
0,-0.135361,51.517996
0,-0.119009,51.517114
0,-0.140222,51.515088
0,-0.145464,51.517311
0,-0.14171,51.521028
0,-0.134387,51.51397
0,-0.140043,51.514536
0,-0.145532,51.498257
0,-0.11988,51.511022
0,-0.151659,51.494595
0,-0.12482,51.512855
0,-0.133971,51.517803
0,-0.131904,51.516178
0,-0.13012,51.517858
0,-0.132459,51.51179
0,-0.120439,51.510042
0,-0.122502,51.510345
0,-0.142384,51.512429
0,-0.125924,51.509491
0,-0.13493,51.509158
0,-0.13012,51.517858
0,-0.140844,51.514684
0,-0.119302,51.518405
0,-0.132547,51.516674
0,-0.128042,51.507394
0,-0.140844,51.514684
0,-0.130864,51.507097
0,-0.133012,51.510953
0,-0.133899,51.519933
0,-0.140877,51.508911
0,-0.129614,51.519676
0,-0.125708,51.507725
0,-0.123818,51.512166
0,-0.123383,51.507832
0,-0.136326,51.511312
0,-0.127583,51.51682
0,-0.132681,51.513052
0,-0.140844,51.514684
0,-0.134387,51.51397
0,-0.149087,51.492545
0,-0.152161,51.521724
0,-0.1268,51.506736
0,-0.135291,51.498553
0,-0.13641,51.508202
0,-0.133012,51.510953
0,-0.122791,51.517696
0,-0.127633,51.515598
0,-0.125708,51.507725
0,-0.13879,51.514867
0,-0.106345,51.520463
0,-0.11782,51.518687
0,-0.135737,51.519378
0,-0.115772,51.512449
0,-0.141284,51.507766
0,-0.133398,51.509251
0,-0.126987,51.510623
0,-0.139182,51.520808
0,-0.145729,51.507243
0,-0.130169,51.513498
0,-0.145532,51.498257
0,-0.148712,51.514709
0,-0.123121,51.512117
0,-0.143126,51.517741
0,-0.13012,51.517858
0,-0.147534,51.494368
0,-0.125352,51.515004
0,-0.149087,51.492545
0,-0.13012,51.517858
0,-0.118671,51.521138
0,-0.136308,51.519162
0,-0.120439,51.510042
0,-0.121977,51.517845
0,-0.120338,51.5146
0,-0.143092,51.515753
0,-0.14753,51.513288
0,-0.124818,51.510103
0,-0.146091,51.49796
0,-0.120842,51.512863
0,-0.127583,51.51682
0,-0.13879,51.514867
0,-0.133209,51.518456
0,-0.127583,51.51682
0,-0.151659,51.494595
0,-0.119827,51.520365
0,-0.143045,51.520807
0,-0.134892,51.512764
0,-0.125614,51.517742
0,-0.129593,51.513848
0,-0.132818,51.514286
0,-0.14407,51.511893
0,-0.125924,51.509491
0,-0.156549,51.519419
0,-0.142286,51.519608
0,-0.143092,51.515753
0,-0.142679,51.495775
0,-0.149719,51.507999
0,-0.11988,51.511022
0,-0.11988,51.511022
0,-0.154345,51.514052
0,-0.143045,51.520807
0,-0.122502,51.510345
0,-0.13961,51.496508
0,-0.148735,51.505618
0,-0.149193,51.514564
0,-0.145743,51.516488
0,-0.111756,51.513724
0,-0.149719,51.507999
0,-0.140844,51.514684
0,-0.12578,51.514408
0,-0.14121,51.516668
0,-0.144844,51.513057
0,-0.125924,51.509491
0,-0.138915,51.512495
0,-0.131925,51.51179
0,-0.145368,51.508676
0,-0.152161,51.521724
0,-0.131534,51.513601
0,-0.129778,51.511783
0,-0.148081,51.512136
0,-0.143408,51.514365
0,-0.120571,51.512095
0,-0.115772,51.512449
0,-0.120338,51.5146
0,-0.125924,51.509491
0,-0.150314,51.493305
0,-0.148484,51.517125
0,-0.149193,51.514564
0,-0.135737,51.519378
0,-0.13641,51.508202
0,-0.15225,51.490665
0,-0.133899,51.519933
0,-0.149193,51.514564
0,-0.149087,51.492545
0,-0.133012,51.510953
0,-0.132681,51.513052
0,-0.149087,51.492545
0,-0.141629,51.510973
0,-0.132818,51.514286
0,-0.149487,51.504479
0,-0.132976,51.516623
0,-0.144433,51.496234
0,-0.12421,51.51298
0,-0.131196,51.510942
0,-0.15127,51.507412
0,-0.156549,51.519419
0,-0.140222,51.515088
0,-0.126984,51.514211
0,-0.138759,51.521629
0,-0.132818,51.514286
0,-0.143408,51.514365
0,-0.119302,51.518405
0,-0.144068,51.520823
0,-0.154262,51.517162
0,-0.148712,51.514709
0,-0.154262,51.517162
0,-0.130338,51.507979
0,-0.13955,51.518845
0,-0.133012,51.510953
0,-0.143126,51.517741
0,-0.127583,51.51682
0,-0.122679,51.513046
0,-0.131925,51.51179
0,-0.131534,51.513601
0,-0.116354,51.518951
0,-0.13568,51.517596
0,-0.119916,51.518559
0,-0.129778,51.511783
0,-0.135291,51.498553
0,-0.121554,51.515869
0,-0.125924,51.509491
0,-0.133162,51.50797
0,-0.156852,51.521564
0,-0.122471,51.516001
0,-0.14171,51.521028
0,-0.135459,51.514185
0,-0.13879,51.514867
0,-0.149087,51.492545
0,-0.127583,51.51682
0,-0.132459,51.51179
0,-0.126987,51.510623
0,-0.146598,51.518138
0,-0.140222,51.515088
0,-0.135283,51.510729
0,-0.153561,51.518113
0,-0.141491,51.495936
0,-0.156852,51.521564
0,-0.135283,51.510729
0,-0.14753,51.513288
0,-0.12764,51.506632
0,-0.106345,51.520463
0,-0.13493,51.509158
0,-0.133001,51.517563
0,-0.125071,51.517265
0,-0.128196,51.514537
0,-0.127633,51.515598
0,-0.131534,51.513601
0,-0.153792,51.501714
0,-0.124658,51.509786
0,-0.148735,51.505618
0,-0.141491,51.495936
0,-0.145735,51.514195
0,-0.139327,51.498851
0,-0.140844,51.514684
0,-0.138138,51.519883
0,-0.135291,51.498553
0,-0.149787,51.507379
0,-0.149193,51.514564
0,-0.140844,51.514684
0,-0.125924,51.509491
0,-0.118888,51.513075
0,-0.142373,51.513575
0,-0.135459,51.514185
0,-0.142584,51.512994
0,-0.136308,51.519162
0,-0.140844,51.514684
0,-0.137684,51.521486
0,-0.137439,51.51052
0,-0.150487,51.522471
0,-0.100248,51.520121
0,-0.128388,51.5123
0,-0.142662,51.519946
0,-0.123373,51.515449
0,-0.131534,51.513601
0,-0.125924,51.509491
0,-0.130864,51.507097
0,-0.124975,51.506985
0,-0.147118,51.513857
0,-0.129593,51.513848
0,-0.138845,51.51315
0,-0.136074,51.508313
0,-0.156549,51.519419
0,-0.134387,51.51397
0,-0.133012,51.510953
0,-0.148712,51.514709
0,-0.138915,51.512495
0,-0.130769,51.510468
0,-0.145532,51.498257
0,-0.152161,51.521724
0,-0.128042,51.507394
0,-0.130769,51.510468
0,-0.136201,51.515087
0,-0.143092,51.515753
0,-0.141491,51.495936
0,-0.119302,51.518405
0,-0.143126,51.517741
0,-0.13879,51.514867
0,-0.13525,51.50661
0,-0.145368,51.508676
0,-0.134892,51.512764
0,-0.155711,51.515206
0,-0.129593,51.513848
0,-0.125708,51.507725
0,-0.15627,51.501349
0,-0.1354,51.511054
0,-0.131904,51.516178
0,-0.139406,51.514247
0,-0.135459,51.514185
0,-0.126987,51.510623
0,-0.122471,51.516001
0,-0.127583,51.51682
0,-0.137521,51.507446
0,-0.145792,51.511012
0,-0.130169,51.513498
0,-0.147534,51.494368
0,-0.140844,51.514684
0,-0.144433,51.496234
0,-0.128196,51.514537
0,-0.139635,51.507911
0,-0.126987,51.510623
0,-0.127583,51.51682
0,-0.128042,51.507394
0,-0.13525,51.50661
0,-0.135874,51.515684
0,-0.132818,51.514286
0,-0.143801,51.518558
0,-0.137439,51.51052
0,-0.12757,51.511856
0,-0.122226,51.511096
0,-0.145358,51.49722
0,-0.133398,51.509251
0,-0.14753,51.513288
0,-0.130592,51.513019
0,-0.143126,51.517741
0,-0.127032,51.503196
0,-0.140877,51.508911
0,-0.143801,51.518558
0,-0.149817,51.499871
0,-0.132459,51.51179
0,-0.125708,51.507725
0,-0.155579,51.498829
0,-0.119302,51.518405
0,-0.124332,51.507182
0,-0.147534,51.494368
0,-0.136431,51.511925
0,-0.129593,51.513848
0,-0.109601,51.520524
0,-0.154345,51.514052
0,-0.106345,51.520463
0,-0.130626,51.509396
0,-0.151525,51.514996
0,-0.124658,51.509786
0,-0.13752,51.512419
0,-0.109905,51.519432
0,-0.11988,51.511022
0,-0.122471,51.516001
0,-0.156852,51.521564
0,-0.11889,51.514064
0,-0.156549,51.519419
0,-0.138915,51.512495
0,-0.10132,51.519293
0,-0.151287,51.508428
0,-0.13416,51.512482
0,-0.123283,51.51658
0,-0.139548,51.519609
0,-0.133971,51.517803
0,-0.140363,51.498175
0,-0.144433,51.496234
0,-0.145464,51.517311
0,-0.144354,51.494974
0,-0.125708,51.507725
0,-0.149087,51.492545
0,-0.143408,51.514365
0,-0.147534,51.494368
0,-0.151738,51.495855
0,-0.152929,51.522367
0,-0.120151,51.516341
0,-0.12764,51.506632
0,-0.136326,51.511312
0,-0.140785,51.506922
0,-0.12377,51.512802
0,-0.154345,51.514052
0,-0.138306,51.508699
0,-0.135874,51.515684
0,-0.145532,51.498257
0,-0.125708,51.507725
0,-0.127274,51.517319
0,-0.144354,51.494974
0,-0.12421,51.51298
0,-0.125614,51.517742
0,-0.125794,51.506342
0,-0.125924,51.509491
0,-0.123373,51.515449
0,-0.130626,51.509396
0,-0.142252,51.522215
0,-0.141777,51.517954
0,-0.126298,51.509909
0,-0.129778,51.511783
0,-0.133899,51.519933
0,-0.119302,51.518405
0,-0.122507,51.511622
0,-0.132976,51.516623
0,-0.130864,51.507097
0,-0.121977,51.517845
0,-0.13955,51.518845
0,-0.156852,51.521564
0,-0.137521,51.507446
0,-0.110329,51.51825
0,-0.137289,51.513494
0,-0.152839,51.514586
0,-0.106345,51.520463
0,-0.12233,51.519092
0,-0.143092,51.515753
0,-0.128388,51.5123
0,-0.150314,51.493305
0,-0.149087,51.492545
0,-0.140844,51.514684
0,-0.149487,51.504479
0,-0.147118,51.513857
0,-0.12233,51.519092
0,-0.149193,51.514564
0,-0.135283,51.510729
0,-0.154345,51.514052
0,-0.149087,51.492545
0,-0.152839,51.514586
0,-0.145532,51.498257
0,-0.1268,51.506736
0,-0.138845,51.51315
0,-0.142679,51.495775
0,-0.13012,51.512247
0,-0.133012,51.510953
0,-0.147534,51.494368
0,-0.154345,51.514052
0,-0.118929,51.512059
0,-0.14121,51.516668
0,-0.12371,51.511111
0,-0.154135,51.521746
0,-0.128388,51.5123
0,-0.109601,51.520524
0,-0.153333,51.509854
0,-0.11988,51.511022
0,-0.14753,51.513288
0,-0.143126,51.517741
0,-0.156919,51.522761
0,-0.13955,51.518845
0,-0.142679,51.495775
0,-0.121381,51.516568
0,-0.139406,51.514247
0,-0.135291,51.498553
0,-0.151036,51.520321
0,-0.11988,51.511022
0,-0.148081,51.512136
0,-0.130769,51.510468
0,-0.141741,51.509986
0,-0.144433,51.496234
0,-0.138003,51.51507
0,-0.125924,51.509491
0,-0.120338,51.5146
0,-0.125924,51.509491
0,-0.127583,51.51682
0,-0.154093,51.507798
0,-0.149193,51.514564
0,-0.155563,51.490663
0,-0.120151,51.516341
0,-0.149087,51.492545
0,-0.143266,51.50845
0,-0.144354,51.494974
1,-0.13228,51.509458
1,-0.119976,51.517436
1,-0.145358,51.49722
1,-0.13493,51.509158
1,-0.150974,51.514736
1,-0.149007,51.514535
1,-0.12504,51.520844
1,-0.144433,51.496234
1,-0.149928,51.515987
1,-0.133319,51.505895
1,-0.107917,51.5194
1,-0.124122,51.508087
1,-0.12531,51.513214
1,-0.15547,51.512613
1,-0.113494,51.514903
1,-0.120512,51.516671
1,-0.133319,51.505895
1,-0.120741,51.51331
1,-0.099803,51.519026
1,-0.119459,51.512499
1,-0.156919,51.522761
1,-0.149928,51.515987
1,-0.115772,51.512449
1,-0.140068,51.507199
1,-0.150048,51.520504
1,-0.127807,51.509944
1,-0.099803,51.519026
1,-0.11988,51.511022
1,-0.141629,51.510973
1,-0.123818,51.512166
1,-0.117185,51.514882
1,-0.122226,51.511096
1,-0.152839,51.514586
1,-0.123456,51.513777
1,-0.136908,51.514361
1,-0.135988,51.507952
1,-0.140863,51.519153
1,-0.132547,51.516674
1,-0.141499,51.496466
1,-0.12833,51.513361
1,-0.140561,51.521981
1,-0.097078,51.519045
1,-0.133325,51.512811
1,-0.127791,51.516329
1,-0.153792,51.501714
1,-0.137308,51.511264
1,-0.122226,51.511096
1,-0.148022,51.504717
1,-0.128388,51.5123
2,-0.132547,51.516674
2,-0.133974,51.518783
2,-0.120625,51.511475
2,-0.131925,51.51179
2,-0.127091,51.513701
2,-0.13568,51.517596
2,-0.151671,51.497158
2,-0.120889,51.521182
2,-0.144433,51.496234
2,-0.140195,51.517866
2,-0.145989,51.512544
2,-0.136339,51.51347
2,-0.135857,51.514677
2,-0.152869,51.521321
2,-0.145001,51.522339
2,-0.139182,51.520808
2,-0.135296,51.518903
2,-0.138519,51.51337
2,-0.130403,51.517287
2,-0.129379,51.512379
2,-0.152672,51.512649
2,-0.139226,51.516618
2,-0.149123,51.517018
2,-0.125951,51.511623
2,-0.143408,51.514365
2,-0.142383,51.522199
2,-0.15094,51.519115
2,-0.140222,51.515088
2,-0.151671,51.497158
2,-0.144408,51.507115
2,-0.138915,51.512495
2,-0.135737,51.519378
2,-0.121554,51.515869
2,-0.144931,51.497798
2,-0.133398,51.509251
2,-0.144931,51.497798
2,-0.120512,51.516671
2,-0.136689,51.519375
2,-0.140561,51.521981
2,-0.128701,51.511703
2,-0.156549,51.519419
2,-0.125347,51.51968
2,-0.140363,51.498175
2,-0.156727,51.500744
2,-0.124157,51.510389
2,-0.125708,51.507725
2,-0.143126,51.517741
2,-0.140863,51.519153
2,-0.138803,51.513114
2,-0.136689,51.519375
2,-0.150519,51.517768
2,-0.147411,51.520489
2,-0.147526,51.516597
2,-0.154704,51.489832
2,-0.149901,51.513469
2,-0.146986,51.513918
2,-0.125352,51.515004
2,-0.137952,51.509962
2,-0.15547,51.512613
2,-0.125441,51.514582
2,-0.124236,51.518313
2,-0.130397,51.51744
2,-0.149433,51.515755
2,-0.14705,51.512336
2,-0.11782,51.518687
2,-0.111596,51.518281
2,-0.153902,51.495781
2,-0.136041,51.520408
2,-0.135435,51.511612
2,-0.130733,51.513804
2,-0.124162,51.514832
2,-0.12813,51.51298
2,-0.134456,51.517937
2,-0.109601,51.520524
2,-0.134456,51.517937
2,-0.125926,51.512945
2,-0.132535,51.519794
2,-0.121711,51.520467
2,-0.140021,51.518241
2,-0.152077,51.519519
2,-0.103393,51.517978
2,-0.108017,51.514213
2,-0.131269,51.509514
2,-0.138998,51.5055
2,-0.124236,51.518313
2,-0.129379,51.512379
2,-0.122797,51.52106
2,-0.145989,51.512544
2,-0.149193,51.514564
2,-0.156059,51.494448
2,-0.149643,51.504176
2,-0.151982,51.501281
2,-0.136372,51.521474
2,-0.112953,51.518231
2,-0.130826,51.514704
2,-0.119302,51.518405
2,-0.135874,51.515684
2,-0.127633,51.515598
2,-0.127091,51.513701
2,-0.122196,51.520592
2,-0.148022,51.504717
2,-0.153115,51.515237
2,-0.113671,51.517244
2,-0.111255,51.516765
2,-0.131163,51.51176
2,-0.154576,51.518327
2,-0.151112,51.515592
2,-0.13012,51.512247
2,-0.121711,51.520467
2,-0.140834,51.51739
2,-0.140279,51.518649
2,-0.149123,51.517018
2,-0.151474,51.517684
2,-0.132318,51.510295
2,-0.145532,51.498257
2,-0.140279,51.518649
2,-0.131925,51.51179
2,-0.123373,51.515449
2,-0.140863,51.519153
2,-0.119485,51.514307
2,-0.142518,51.496848
2,-0.1268,51.506736
2,-0.124122,51.508087
2,-0.131925,51.51179
2,-0.149433,51.515755
2,-0.133162,51.50797
2,-0.108457,51.512997
2,-0.153902,51.495781
2,-0.124818,51.510103
2,-0.119302,51.518405
2,-0.150519,51.517768
2,-0.127539,51.511417
2,-0.149768,51.519582
2,-0.138915,51.512495
2,-0.128682,51.516037
2,-0.125708,51.507725
2,-0.122802,51.514621
2,-0.112811,51.51259
2,-0.122226,51.511096
2,-0.153115,51.515237
3,-0.152839,51.514586
3,-0.137092,51.497835
3,-0.138138,51.519883
3,-0.125259,51.514445
3,-0.11749,51.520417
3,-0.143266,51.50845
3,-0.127807,51.509944
3,-0.144408,51.507115
3,-0.135283,51.510729
3,-0.128646,51.509886
3,-0.127032,51.503196
3,-0.135988,51.507952
3,-0.134429,51.520697
3,-0.134387,51.51397
3,-0.106823,51.519382
3,-0.112811,51.51259
3,-0.131925,51.51179
3,-0.15411,51.508814
3,-0.143266,51.50845
3,-0.131163,51.51176
3,-0.101621,51.516906
3,-0.124658,51.509786
3,-0.125726,51.51045
3,-0.140043,51.514536
3,-0.127696,51.511627
3,-0.149643,51.504176
3,-0.117918,51.512133
3,-0.135941,51.51403
3,-0.125726,51.51045
3,-0.152061,51.518485
3,-0.133899,51.519933
3,-0.137902,51.512254
3,-0.13858,51.517885
3,-0.141526,51.512078
3,-0.132818,51.514286
3,-0.156919,51.522761
3,-0.143046,51.510141
3,-0.151852,51.516189
3,-0.105131,51.513941
3,-0.154924,51.517901
3,-0.124886,51.504925
3,-0.147168,51.507284
3,-0.15153,51.51273
3,-0.145729,51.507243
3,-0.152652,51.489988
3,-0.136308,51.519162
3,-0.132459,51.51179
3,-0.125527,51.516697
3,-0.122226,51.511096
3,-0.137,51.514209
3,-0.131222,51.52088
3,-0.134429,51.520697
3,-0.118888,51.513075
3,-0.126121,51.516275
3,-0.123827,51.51703
3,-0.124886,51.504925
3,-0.103244,51.520161
3,-0.125926,51.512945
3,-0.15411,51.508814
3,-0.132693,51.515939
3,-0.130826,51.514704
3,-0.13752,51.512419
3,-0.12233,51.519092
3,-0.12958,51.514523
3,-0.140222,51.515088
3,-0.134925,51.508556
3,-0.151982,51.501281
3,-0.151525,51.514996
3,-0.125924,51.509491
3,-0.138915,51.512495
3,-0.136339,51.51347
3,-0.130305,51.521458
3,-0.127274,51.517319
3,-0.152912,51.498535
3,-0.139006,51.510266
3,-0.120151,51.516341
3,-0.128388,51.5123
3,-0.131196,51.510942
3,-0.143102,51.49642
3,-0.127032,51.503196
3,-0.127696,51.511627
3,-0.107979,51.51548
3,-0.136339,51.51347
3,-0.12071,51.514669
3,-0.125879,51.508484
3,-0.110422,51.519827
3,-0.152073,51.517478
3,-0.112953,51.518231
3,-0.129379,51.512379
3,-0.124658,51.509786
3,-0.137,51.514209
3,-0.135166,51.509609
3,-0.121711,51.520467
3,-0.151982,51.501281
3,-0.127169,51.51497
3,-0.117185,51.514882
3,-0.127539,51.511417
3,-0.119009,51.517114
3,-0.151331,51.516945
3,-0.117318,51.52108
3,-0.144433,51.496234
3,-0.14047,51.496252
3,-0.122797,51.52106
3,-0.15389,51.516032
3,-0.133502,51.512013
3,-0.152351,51.518795
3,-0.117318,51.52108
3,-0.115772,51.512449
3,-0.124803,51.50836
3,-0.141234,51.513233
3,-0.128388,51.5123
3,-0.129665,51.514209
3,-0.131196,51.510942
3,-0.123061,51.510759
3,-0.13879,51.514867
3,-0.102477,51.519905
3,-0.126369,51.514559
3,-0.140455,51.510433
3,-0.131904,51.516178
3,-0.142679,51.495775
3,-0.12371,51.511111
3,-0.120101,51.513715
0,-0.129192,51.510272
0,-0.131436,51.514246
0,-0.131163,51.51176
0,-0.140844,51.514684
0,-0.12377,51.512802
0,-0.131367,51.509947
0,-0.124658,51.509786
0,-0.129778,51.511783
0,-0.120512,51.516671
0,-0.129192,51.510272
0,-0.131196,51.510942
0,-0.129487,51.516295
0,-0.131248,51.5132
0,-0.125924,51.509491
0,-0.133438,51.514971
0,-0.134925,51.508556
0,-0.143102,51.49642
0,-0.131367,51.509947
0,-0.128984,51.51084
0,-0.144433,51.496234
0,-0.132681,51.513052
0,-0.135043,51.51309
0,-0.128701,51.511703
0,-0.145358,51.49722
0,-0.143102,51.49642
0,-0.131269,51.509514
0,-0.140834,51.51739
0,-0.134054,51.5066
0,-0.110474,51.517193
0,-0.15127,51.507412
0,-0.130592,51.513019
0,-0.132282,51.518567
0,-0.122797,51.51543
0,-0.142071,51.515201
0,-0.129192,51.510272
0,-0.156435,51.509408
0,-0.142071,51.515201
0,-0.13493,51.509158
0,-0.13012,51.512247
0,-0.117318,51.52108
0,-0.140844,51.514684
0,-0.129192,51.510272
0,-0.131925,51.51179
0,-0.132318,51.510295
0,-0.140043,51.514536
0,-0.127807,51.509944
0,-0.128903,51.507286
0,-0.130626,51.509396
0,-0.140222,51.515088
0,-0.128782,51.509759
0,-0.138703,51.509929
0,-0.142518,51.496848
0,-0.131196,51.510942
0,-0.128196,51.514537
0,-0.154656,51.501359
0,-0.130626,51.509396
0,-0.128984,51.51084
0,-0.133398,51.509251
0,-0.138703,51.509929
0,-0.131367,51.509947
0,-0.131055,51.509807
0,-0.145358,51.49722
0,-0.136339,51.51347
0,-0.125924,51.509491
0,-0.13012,51.512247
0,-0.097078,51.519045
0,-0.130495,51.511534
0,-0.145358,51.49722
0,-0.131196,51.510942
0,-0.156441,51.509407
0,-0.141416,51.499549
0,-0.132459,51.51179
0,-0.142071,51.515201
0,-0.131715,51.513406
0,-0.144433,51.496234
0,-0.123818,51.512166
0,-0.136339,51.51347
0,-0.133012,51.510953
0,-0.135043,51.51309
0,-0.130733,51.513804
0,-0.131904,51.516178
0,-0.131055,51.509807
0,-0.131078,51.514012
0,-0.129778,51.511783
0,-0.131367,51.509947
0,-0.140154,51.516058
0,-0.128196,51.514537
0,-0.128701,51.511703
0,-0.131037,51.514492
0,-0.137324,51.516166
0,-0.103679,51.51908
0,-0.155282,51.491918
0,-0.131904,51.516178
0,-0.149605,51.491604
0,-0.12608,51.513064
0,-0.131904,51.516178
0,-0.129192,51.510272
0,-0.134909,51.4984
0,-0.140844,51.514684
0,-0.131248,51.5132
0,-0.132693,51.515939
0,-0.147168,51.507284
0,-0.110474,51.517193
0,-0.128782,51.509759
0,-0.137401,51.516751
0,-0.124122,51.508087
0,-0.128612,51.517727
0,-0.140844,51.514684
0,-0.130864,51.507097
0,-0.113646,51.511929
0,-0.155746,51.514326
0,-0.127032,51.503196
0,-0.140222,51.515088
0,-0.128701,51.511703
0,-0.122909,51.507096
0,-0.131367,51.509947
0,-0.138003,51.51507
0,-0.149433,51.515755
0,-0.144433,51.496234
0,-0.131797,51.509999
0,-0.124658,51.509786
0,-0.140222,51.515088
0,-0.133325,51.512811
0,-0.127032,51.503196
0,-0.124658,51.509786
0,-0.143102,51.49642
0,-0.149901,51.513469
0,-0.145358,51.49722
0,-0.144433,51.496234
0,-0.13879,51.514867
0,-0.140844,51.514684
0,-0.143801,51.518558
0,-0.140222,51.515088
0,-0.132382,51.510152
0,-0.127169,51.51497
0,-0.154345,51.514052
0,-0.131715,51.513406
0,-0.117318,51.52108
0,-0.130732,51.5008
0,-0.127807,51.509944
0,-0.131055,51.509807
0,-0.140222,51.515088
0,-0.133841,51.512513
0,-0.131269,51.509514
0,-0.143092,51.515753
0,-0.131925,51.51179
0,-0.140844,51.514684
0,-0.140844,51.514684
0,-0.135043,51.51309
0,-0.131925,51.51179
0,-0.140844,51.514684
0,-0.130495,51.511534
0,-0.131925,51.51179
0,-0.156441,51.509407
0,-0.130626,51.509396
